日期,收入/支出,類別,備註,合計
2017-04-28,支出,宵夜,冰淇淋,-190.0
2017-04-28,支出,交通,高鐵票,-160.0
2017-04-28,支出,午餐,,-77.0
2017-04-28,支出,交通,高鐵票,-35.0
2017-04-28,支出,早餐,,-30.0
2017-04-30,支出,交通,高鐵票,-200.0
2017-05-01,收入,type200,研究生獎助學金 4月,10000.0
2017-05-02,支出,午餐,,-90.0
2017-05-02,支出,晚餐,,-90.0
2017-05-02,支出,飲料,水,-59.0
2017-05-03,支出,晚餐,,-150.0
2017-05-03,支出,午餐,,-127.0
2017-05-04,支出,午餐,,-120.0
2017-05-04,支出,晚餐,,-90.0
2017-05-04,支出,飲料,,-60.0
2017-05-04,支出,早餐,,-48.5
2017-05-05,支出,午餐,,-100.0
2017-05-05,支出,早餐,,-48.5
2017-05-07,支出,交通,高鐵票,-200.0
2017-05-07,支出,晚餐,,-35.0
2017-05-08,支出,晚餐,,-100.0
2017-05-08,支出,午餐,,-70.0
2017-05-08,支出,早餐,,-62.5
2017-05-09,支出,午餐,,-120.0
2017-05-09,支出,晚餐,,-90.0
2017-05-09,支出,飲料,牛奶,-70.0
2017-05-09,支出,早餐,,-62.5
2017-05-10,支出,晚餐,,-109.0
2017-05-10,支出,早餐,,-80.0
2017-05-10,支出,飲料,水,-59.0
2017-05-11,支出,晚餐,,-100.0
2017-05-11,支出,午餐,,-25.0
2017-05-12,支出,晚餐,,-90.0
2017-05-12,支出,午餐,,-70.0
2017-05-12,支出,早餐,,-30.0
2017-05-12,支出,宵夜,,-25.0
2017-05-13,支出,午餐,,-73.0
2017-05-13,支出,早餐,,-21.0
2017-05-14,支出,晚餐,,-100.0
2017-05-14,支出,午餐,,-85.0
2017-05-14,支出,早餐,,-21.0
2017-05-15,支出,晚餐,,-90.0
2017-05-15,支出,早餐,,-63.5
2017-05-15,支出,午餐,,-55.0
2017-05-16,支出,type114,,-490.0
2017-05-16,支出,晚餐,,-85.0
2017-05-16,支出,午餐,,-80.0
2017-05-16,支出,早餐,,-63.5
2017-05-16,支出,飲料,水,-20.0
2017-05-17,支出,晚餐,,-140.0
2017-05-17,支出,早餐,,-48.0
2017-05-17,支出,午餐,,-45.0
2017-05-18,支出,午餐,,-100.0
2017-05-18,支出,晚餐,,-100.0
2017-05-18,支出,早餐,,-48.5
2017-05-19,支出,午餐,,-70.0
2017-05-19,支出,早餐,,-18.5
2017-05-21,支出,交通,高鐵票,-200.0
2017-05-21,支出,交通,電信悠遊卡,-200.0
2017-05-22,支出,晚餐,,-90.0
2017-05-22,支出,午餐,,-70.0
2017-05-22,支出,早餐,,-44.5
2017-05-23,支出,type114,掛號費,-490.0
2017-05-23,支出,午餐,,-120.0
2017-05-23,支出,晚餐,,-90.0
2017-05-23,支出,早餐,,-62.5
2017-05-23,支出,飲料,芋頭鮮奶,-60.0
2017-05-24,支出,晚餐,,-385.0
2017-05-24,支出,零食,冰淇淋,-190.0
2017-05-24,支出,交通,豪泰,-110.0
2017-05-24,支出,早餐,,-80.0
2017-05-26,支出,晚餐,,-100.0
2017-05-26,支出,早餐,,-45.0
2017-05-27,支出,交通,高鐵票,-190.0
2017-05-27,支出,早餐,,-23.0
2017-05-30,支出,交通,高鐵票,-200.0
2017-05-31,支出,晚餐,,-100.0
2017-05-31,支出,早餐,,-80.0
2017-05-31,支出,飲料,芋頭鮮奶,-60.0
2017-05-31,支出,飲料,水,-49.0
2017-05-31,支出,日常用品,垃圾袋,-24.0
2017-05-31,支出,飲料,水,-20.0
2017-06-01,支出,晚餐,,-90.0
2017-06-01,支出,午餐,,-70.0
2017-06-01,支出,飲料,芋頭鮮奶,-60.0
2017-06-01,支出,早餐,,-45.0
2017-06-01,收入,type200,研究生獎助學金 5月,10000.0
2017-06-02,支出,午餐,,-85.0
2017-06-02,支出,早餐,,-48.5
2017-06-03,支出,晚餐,,-100.0
2017-06-03,支出,午餐,,-70.0
2017-06-03,支出,宵夜,,-30.0
2017-06-03,支出,早餐,,-18.5
2017-06-04,支出,午餐,,-70.0
2017-06-04,支出,早餐,,-21.0
2017-06-05,支出,午餐,,-120.0
2017-06-05,支出,晚餐,,-100.0
2017-06-05,支出,早餐,,-21.0
2017-06-06,支出,晚餐,,-90.0
2017-06-06,支出,午餐,,-70.0
2017-06-06,支出,零食,冰棒,-35.0
2017-06-07,支出,晚餐,,-120.0
2017-06-07,支出,午餐,,-80.0
2017-06-07,支出,早餐,,-59.0
2017-06-08,支出,午餐,,-100.0
2017-06-08,支出,晚餐,,-100.0
2017-06-08,支出,早餐,,-59.0
2017-06-08,支出,零食,冰棒,-25.0
2017-06-09,支出,晚餐,,-90.0
2017-06-09,支出,午餐,,-70.0
2017-06-09,支出,宵夜,,-50.0
2017-06-09,支出,早餐,,-44.0
2017-06-10,支出,午餐,,-100.0
2017-06-10,支出,晚餐,,-70.0
2017-06-10,支出,飲料,水,-59.0
2017-06-10,支出,宵夜,,-30.0
2017-06-10,支出,早餐,,-21.0
2017-06-11,支出,午餐,,-70.0
2017-06-11,支出,晚餐,,-70.0
2017-06-11,支出,早餐,,-21.0
2017-06-12,支出,晚餐,,-100.0
2017-06-12,支出,午餐,,-95.0
2017-06-12,支出,早餐,,-39.0
2017-06-13,支出,午餐,,-120.0
2017-06-13,支出,晚餐,,-100.0
2017-06-13,支出,早餐,,-59.0
2017-06-14,支出,午餐,,-95.0
2017-06-14,支出,晚餐,,-90.0
2017-06-14,支出,早餐,,-44.0
2017-06-15,支出,午餐,,-161.0
2017-06-15,支出,晚餐,,-90.0
2017-06-15,支出,早餐,,-48.5
2017-06-16,支出,門票,電影票,-275.0
2017-06-16,支出,交通,高鐵票,-190.0
2017-06-16,支出,晚餐,,-168.0
2017-06-16,支出,零食,酷聖石,-140.0
2017-06-16,支出,午餐,,-85.0
2017-06-16,支出,飲料,,-60.0
2017-06-16,支出,早餐,,-48.5
2017-06-16,支出,type119,寄信 信封1 郵票25,-26.0
2017-06-18,支出,type109,lativ NET,-1571.0
2017-06-18,支出,交通,高鐵票,-200.0
2017-06-19,支出,晚餐,,-104.0
2017-06-19,支出,宵夜,,-75.0
2017-06-20,支出,午餐,,-130.0
2017-06-20,支出,晚餐,,-100.0
2017-06-20,支出,飲料,紅茶鮮奶,-55.0
2017-06-20,支出,早餐,,-44.0
2017-06-21,支出,晚餐,,-100.0
2017-06-21,支出,午餐,,-60.0
2017-06-21,支出,飲料,冬瓜檸檬露,-50.0
2017-06-21,支出,早餐,,-44.0
2017-06-22,支出,晚餐,,-90.0
2017-06-22,支出,午餐,,-80.0
2017-06-22,支出,飲料,牛奶,-70.0
2017-06-22,支出,早餐,,-44.0
2017-06-23,支出,type107,steam錢包,-150.0
2017-06-23,支出,晚餐,,-90.0
2017-06-23,支出,午餐,,-75.0
2017-06-23,支出,宵夜,,-45.0
2017-06-23,支出,早餐,,-30.0
2017-06-24,支出,午餐,,-70.0
2017-06-24,支出,晚餐,,-70.0
2017-06-24,支出,飲料,水,-59.0
2017-06-24,支出,宵夜,,-30.0
2017-06-24,支出,早餐,,-21.0
2017-06-25,支出,午餐,,-83.0
2017-06-25,支出,宵夜,,-55.0
2017-06-25,支出,晚餐,,-50.0
2017-06-25,支出,早餐,,-21.0
2017-06-26,支出,午餐,,-70.0
2017-06-26,支出,晚餐,,-65.0
2017-06-26,支出,早餐,,-59.0
2017-06-27,支出,晚餐,,-161.0
2017-06-27,支出,午餐,,-120.0
2017-06-27,支出,門票,羽球場,-50.0
2017-06-27,支出,早餐,,-44.0
2017-06-28,支出,午餐,,-100.0
2017-06-28,支出,晚餐,,-100.0
2017-06-28,支出,早餐,,-44.0
2017-06-29,支出,晚餐,,-100.0
2017-06-29,支出,午餐,,-43.5
2017-06-30,支出,晚餐,西堤,-285.0
2017-06-30,支出,交通,高鐵票,-190.0
2017-06-30,支出,午餐,,-95.0
2017-06-30,支出,飲料,觀音拿鐵,-59.0
2017-06-30,支出,早餐,,-48.5
2017-07-01,支出,type107,羽球握把布,-70.0
2017-07-01,收入,type200,研究生獎助學金 6月,16000.0
2017-07-02,支出,交通,高鐵票,-200.0
2017-07-03,支出,晚餐,,-90.0
2017-07-03,支出,午餐,,-85.0
2017-07-03,支出,早餐,,-49.0
2017-07-03,支出,飲料,水果茶,-1.0
2017-07-04,支出,晚餐,,-100.0
2017-07-04,支出,午餐,,-85.0
2017-07-04,支出,飲料,冬瓜檸檬,-50.0
2017-07-04,支出,門票,羽球場,-50.0
2017-07-04,支出,早餐,,-44.0
2017-07-05,支出,午餐,,-130.0
2017-07-05,支出,晚餐,,-90.0
2017-07-05,支出,飲料,水,-50.0
2017-07-05,支出,早餐,,-49.0
2017-07-06,支出,晚餐,,-119.0
2017-07-06,支出,午餐,,-100.0
2017-07-06,支出,早餐,,-63.5
2017-07-07,支出,晚餐,,-119.0
2017-07-07,支出,午餐,,-75.0
2017-07-07,支出,早餐,,-48.5
2017-07-07,支出,宵夜,,-30.0
2017-07-08,支出,午餐,,-70.0
2017-07-08,支出,晚餐,,-70.0
2017-07-08,支出,宵夜,,-50.0
2017-07-08,支出,早餐,,-21.0
2017-07-09,支出,午餐,,-70.0
2017-07-09,支出,早餐,,-21.0
2017-07-10,支出,晚餐,,-100.0
2017-07-10,支出,早餐,,-63.5
2017-07-11,支出,門票,羽球團費,-250.0
2017-07-11,支出,午餐,,-130.0
2017-07-11,支出,晚餐,,-100.0
2017-07-11,支出,早餐,,-63.5
2017-07-11,支出,飲料,百花蜜青,-50.0
2017-07-11,支出,門票,羽球館,-50.0
2017-07-12,支出,午餐,,-130.0
2017-07-12,支出,晚餐,,-120.0
2017-07-12,支出,日常用品,雨傘,-65.0
2017-07-12,支出,早餐,,-59.0
2017-07-13,支出,午餐,,-130.0
2017-07-13,支出,晚餐,,-90.0
2017-07-13,支出,飲料,鮮奶茶,-55.0
2017-07-13,支出,早餐,,-44.0
2017-07-14,支出,交通,高鐵票,-190.0
2017-07-14,支出,午餐,,-75.0
2017-07-14,支出,早餐,,-44.0
2017-07-16,支出,交通,高鐵票,-200.0
2017-07-16,支出,交通,電信悠遊卡,-200.0
2017-07-17,支出,晚餐,,-120.0
2017-07-17,支出,午餐,,-70.0
2017-07-17,支出,飲料,百花蜜青,-50.0
2017-07-17,支出,早餐,,-18.5
2017-07-18,支出,晚餐,,-130.0
2017-07-18,支出,午餐,,-75.0
2017-07-18,支出,門票,羽球場,-50.0
2017-07-18,支出,早餐,,-48.5
2017-07-19,支出,晚餐,,-100.0
2017-07-19,支出,早餐,,-44.0
2017-07-20,支出,晚餐,,-130.0
2017-07-20,支出,午餐,,-100.0
2017-07-20,支出,早餐,,-59.0
2017-07-21,支出,晚餐,,-482.0
2017-07-21,支出,交通,高鐵票,-190.0
2017-07-21,支出,午餐,,-100.0
2017-07-21,支出,早餐,,-44.0
2017-07-23,支出,交通,高鐵票,-200.0
2017-07-24,支出,晚餐,,-90.0
2017-07-24,支出,午餐,,-81.0
2017-07-24,支出,早餐,,-39.0
2017-07-24,支出,飲料,水,-19.0
2017-07-25,支出,晚餐,,-130.0
2017-07-25,支出,午餐,,-100.0
2017-07-25,支出,早餐,,-59.0
2017-07-25,支出,門票,羽球場,-50.0
2017-07-26,支出,晚餐,,-658.0
2017-07-26,支出,午餐,,-95.0
2017-07-26,支出,早餐,,-59.0
2017-07-27,支出,晚餐,,-149.0
2017-07-27,支出,午餐,,-70.0
2017-07-27,支出,飲料,水,-49.0
2017-07-27,支出,早餐,,-18.5
2017-07-28,支出,晚餐,,-140.0
2017-07-28,支出,宵夜,,-30.0
2017-07-28,支出,午餐,,-23.0
2017-07-28,支出,早餐,,-18.5
2017-07-29,支出,日常用品,螢幕架,-399.0
2017-07-29,支出,type107,SSD支架,-189.0
2017-07-29,支出,type107,SATA傳輸線,-119.0
2017-07-29,支出,午餐,,-100.0
2017-07-29,支出,晚餐,,-80.0
2017-07-29,支出,宵夜,,-39.0
2017-07-29,支出,早餐,,-21.0
2017-07-30,支出,午餐,,-100.0
2017-07-30,支出,晚餐,,-98.0
2017-07-30,支出,早餐,,-21.0
2017-07-31,支出,午餐,,-769.0
2017-07-31,支出,晚餐,,-100.0
2017-07-31,支出,早餐,,-14.0
2017-08-01,支出,晚餐,,-100.0
2017-08-01,支出,午餐,,-70.0
2017-08-01,支出,門票,羽球館,-50.0
2017-08-01,支出,早餐,,-14.0
2017-08-01,收入,type200,研究生獎助學金 7月,16000.0
2017-08-02,支出,晚餐,,-109.0
2017-08-02,支出,午餐,,-80.0
2017-08-02,支出,門票,羽球館,-50.0
2017-08-02,支出,早餐,,-44.0
2017-08-03,支出,晚餐,,-129.0
2017-08-03,支出,午餐,,-80.0
2017-08-03,支出,早餐,,-48.5
2017-08-04,支出,交通,高鐵票,-190.0
2017-08-04,支出,午餐,,-80.0
2017-08-04,支出,早餐,,-63.5
2017-08-05,支出,type107,SSD 美光mx300 275G,-2730.0
2017-08-06,支出,交通,高鐵票,-200.0
2017-08-06,支出,飲料,水,-49.0
2017-08-07,支出,晚餐,,-120.0
2017-08-07,支出,午餐,,-70.0
2017-08-07,支出,早餐,,-14.0
2017-08-08,支出,晚餐,,-80.0
2017-08-08,支出,午餐,,-70.0
2017-08-08,支出,早餐,,-44.0
2017-08-09,支出,午餐,,-100.0
2017-08-09,支出,晚餐,,-100.0
2017-08-09,支出,早餐,,-44.0
2017-08-10,支出,晚餐,,-119.0
2017-08-10,支出,午餐,,-70.0
2017-08-10,支出,早餐,,-18.5
2017-08-11,支出,晚餐,,-140.0
2017-08-11,支出,早餐,,-63.5
2017-08-11,支出,宵夜,,-30.0
2017-08-12,支出,午餐,,-100.0
2017-08-12,支出,晚餐,,-69.0
2017-08-12,支出,早餐,,-21.0
2017-08-13,支出,type107,POE,-159.0
2017-08-13,支出,午餐,,-80.0
2017-08-13,支出,早餐,,-21.0
2017-08-14,支出,晚餐,,-80.0
2017-08-14,支出,午餐,,-70.0
2017-08-14,支出,早餐,,-14.0
2017-08-15,支出,午餐,,-120.0
2017-08-15,支出,晚餐,,-80.0
2017-08-15,支出,早餐,,-59.0
2017-08-15,支出,門票,羽球館,-50.0
2017-08-16,支出,晚餐,,-100.0
2017-08-16,支出,午餐,,-75.0
2017-08-16,支出,早餐,,-59.0
2017-08-17,支出,晚餐,,-130.0
2017-08-17,支出,午餐,,-95.0
2017-08-17,支出,門票,羽球館,-50.0
2017-08-17,支出,type107,羽球場,-20.0
2017-08-17,支出,早餐,,-18.5
2017-08-18,支出,交通,高鐵票,-190.0
2017-08-18,支出,午餐,,-85.0
2017-08-18,支出,早餐,,-18.5
2017-08-20,支出,交通,高鐵票,-200.0
2017-08-21,支出,type107,羽毛球拍線,-350.0
2017-08-21,支出,晚餐,,-100.0
2017-08-21,支出,午餐,,-70.0
2017-08-21,支出,飲料,百花蜜青,-50.0
2017-08-21,支出,早餐,,-44.0
2017-08-21,支出,飲料,水,-14.0
2017-08-22,支出,門票,羽球團費,-300.0
2017-08-22,支出,晚餐,,-80.0
2017-08-22,支出,門票,羽球館,-50.0
2017-08-22,支出,飲料,水,-35.0
2017-08-22,支出,早餐,,-14.0
2017-08-23,支出,type107,羽毛拍線,-350.0
2017-08-23,支出,晚餐,,-255.0
2017-08-23,支出,交通,電信悠遊卡,-100.0
2017-08-23,支出,午餐,,-80.0
2017-08-23,支出,飲料,芋頭鮮奶,-65.0
2017-08-23,支出,早餐,,-59.0
2017-08-24,支出,晚餐,,-140.0
2017-08-24,支出,午餐,,-85.0
2017-08-24,支出,早餐,,-18.5
2017-08-25,支出,晚餐,,-180.0
2017-08-25,支出,午餐,,-95.0
2017-08-25,支出,早餐,,-18.5
2017-08-25,支出,宵夜,,-14.0
2017-08-26,支出,午餐,,-50.0
2017-08-26,支出,晚餐,,-50.0
2017-08-26,支出,宵夜,,-30.0
2017-08-26,支出,早餐,,-18.5
2017-08-27,支出,晚餐,,-123.0
2017-08-27,支出,午餐,,-70.0
2017-08-27,支出,早餐,,-18.5
2017-08-28,支出,晚餐,,-130.0
2017-08-28,支出,午餐,,-75.0
2017-08-28,支出,早餐,,-49.0
2017-08-29,支出,午餐,,-100.0
2017-08-29,支出,晚餐,,-80.0
2017-08-29,支出,早餐,,-59.0
2017-08-29,支出,門票,羽球館,-50.0
2017-08-30,支出,晚餐,,-90.0
2017-08-30,支出,午餐,,-85.0
2017-08-30,支出,早餐,,-59.0
2017-08-30,支出,飲料,百花蜜青,-50.0
2017-08-31,支出,晚餐,,-100.0
2017-08-31,支出,午餐,,-90.0
2017-08-31,支出,門票,羽球館,-50.0
2017-08-31,支出,早餐,,-18.5
2017-09-01,支出,交通,高鐵票,-190.0
2017-09-01,支出,午餐,,-95.0
2017-09-01,支出,早餐,,-18.5
2017-09-01,收入,type200,研究生獎助學金 8月,16000.0
2017-09-03,支出,交通,高鐵票,-200.0
2017-09-04,支出,午餐,,-105.0
2017-09-04,支出,晚餐,,-100.0
2017-09-04,支出,早餐,,-59.0
2017-09-04,支出,飲料,水,-50.0
2017-09-05,支出,宵夜,,-80.0
2017-09-05,支出,晚餐,,-50.0
2017-09-05,支出,門票,羽球館,-50.0
2017-09-05,支出,午餐,,-30.0
2017-09-05,支出,早餐,,-14.0
2017-09-06,支出,晚餐,,-130.0
2017-09-06,支出,午餐,,-100.0
2017-09-06,支出,早餐,,-59.0
2017-09-07,支出,門票,體育館年證,-969.0
2017-09-07,支出,午餐,,-110.0
2017-09-07,支出,晚餐,,-100.0
2017-09-07,支出,飲料,冬瓜檸檬,-50.0
2017-09-07,支出,早餐,,-48.5
2017-09-07,支出,門票,羽球場地費,-12.0
2017-09-08,支出,晚餐,,-100.0
2017-09-08,支出,午餐,,-75.0
2017-09-08,支出,宵夜,,-30.0
2017-09-08,支出,早餐,,-18.5
2017-09-09,支出,午餐,,-70.0
2017-09-09,支出,晚餐,,-50.0
2017-09-09,支出,宵夜,,-50.0
2017-09-09,支出,早餐,,-18.5
2017-09-10,支出,晚餐,,-107.0
2017-09-10,支出,午餐,,-75.0
2017-09-10,支出,早餐,,-18.5
2017-09-11,支出,午餐,,-95.0
2017-09-11,支出,晚餐,,-85.0
2017-09-11,支出,飲料,冬瓜檸檬,-50.0
2017-09-11,支出,早餐,,-14.0
2017-09-12,支出,午餐,,-50.0
2017-09-12,支出,宵夜,,-49.0
2017-09-12,支出,早餐,,-14.0
2017-09-13,支出,晚餐,,-130.0
2017-09-13,支出,午餐,,-85.0
2017-09-13,支出,早餐,,-44.0
2017-09-14,支出,午餐,,-104.0
2017-09-14,支出,晚餐,,-100.0
2017-09-14,支出,飲料,牛奶,-79.0
2017-09-14,支出,早餐,,-48.5
2017-09-15,支出,交通,高鐵票,-190.0
2017-09-15,支出,早餐,,-18.5
2017-09-17,支出,交通,高鐵票,-200.0
2017-09-17,支出,交通,電信悠遊卡,-200.0
2017-09-18,支出,午餐,,-100.0
2017-09-18,支出,晚餐,,-100.0
2017-09-18,支出,早餐,,-59.0
2017-09-18,支出,飲料,水,-35.0
2017-09-19,支出,晚餐,,-88.0
2017-09-19,支出,午餐,,-70.0
2017-09-19,支出,宵夜,,-65.0
2017-09-19,支出,早餐,,-14.0
2017-09-20,支出,晚餐,,-100.0
2017-09-20,支出,早餐,,-44.0
2017-09-20,支出,飲料,,-28.0
2017-09-21,支出,type112,豆沙餅,-300.0
2017-09-21,支出,午餐,,-130.0
2017-09-21,支出,晚餐,,-120.0
2017-09-21,支出,早餐,,-56.5
2017-09-22,支出,晚餐,,-451.0
2017-09-22,支出,交通,高鐵票,-190.0
2017-09-22,支出,午餐,,-100.0
2017-09-22,支出,早餐,,-48.5
2017-09-24,支出,交通,高鐵票,-200.0
2017-09-25,支出,晚餐,,-80.0
2017-09-25,支出,午餐,,-70.0
2017-09-25,支出,飲料,蜂蜜紅茶,-35.0
2017-09-25,支出,早餐,,-14.0
2017-09-26,支出,午餐,,-100.0
2017-09-26,支出,晚餐,,-65.0
2017-09-26,支出,宵夜,,-50.0
2017-09-26,支出,早餐,,-14.0
2017-09-27,支出,type107,羽球團費,-1000.0
2017-09-27,支出,晚餐,,-120.0
2017-09-27,支出,午餐,,-90.0
2017-09-27,支出,飲料,冬瓜檸檬,-50.0
2017-09-27,支出,早餐,,-44.0
2017-09-28,支出,午餐,,-95.0
2017-09-28,支出,早餐,,-18.5
2017-09-29,支出,早餐,,-18.5
2017-10-01,支出,交通,高鐵票,-200.0
2017-10-01,支出,午餐,,-90.0
2017-10-01,支出,飲料,英格蘭鮮奶茶,-60.0
2017-10-01,支出,門票,羽球場,-30.0
2017-10-01,收入,type200,研究生獎助學金 9月,16000.0
2017-10-02,支出,type107,chromecast 2,-1445.0
2017-10-02,支出,晚餐,,-105.0
2017-10-02,支出,日常用品,抗菌EX 洗衣精,-81.0
2017-10-02,支出,飲料,水,-55.0
2017-10-03,支出,晚餐,,-100.0
2017-10-03,支出,午餐,,-80.0
2017-10-03,支出,早餐,,-44.0
2017-10-03,支出,宵夜,,-39.0
2017-10-04,支出,晚餐,,-133.0
2017-10-04,支出,午餐,,-55.0
2017-10-04,支出,早餐,,-16.0
2017-10-05,支出,午餐,,-120.0
2017-10-05,支出,晚餐,,-100.0
2017-10-05,支出,宵夜,,-46.0
2017-10-05,支出,早餐,,-44.0
2017-10-05,收入,type201,OK禮券,50.0
2017-10-06,支出,交通,高鐵票,-190.0
2017-10-06,支出,午餐,,-75.0
2017-10-06,支出,交通,公車,-15.0
2017-10-06,支出,早餐,,-14.0
2017-10-10,支出,交通,高鐵票,-200.0
2017-10-11,支出,晚餐,,-130.0
2017-10-11,支出,午餐,,-65.0
2017-10-11,支出,早餐,,-14.0
2017-10-12,支出,晚餐,,-100.0
2017-10-12,支出,午餐,,-75.0
2017-10-12,支出,早餐,,-14.0
2017-10-13,支出,交通,高鐵票,-190.0
2017-10-13,支出,午餐,,-100.0
2017-10-13,支出,早餐,,-14.0
2017-10-16,支出,晚餐,,-100.0
2017-10-16,支出,午餐,,-90.0
2017-10-16,支出,飲料,水,-59.0
2017-10-16,支出,早餐,,-53.0
2017-10-17,支出,午餐,,-90.0
2017-10-17,支出,晚餐,,-60.0
2017-10-17,支出,飲料,樺達 益壽,-55.0
2017-10-17,支出,早餐,,-44.0
2017-10-17,支出,宵夜,,-39.0
2017-10-17,支出,飲料,fin,-10.0
2017-10-18,支出,晚餐,,-119.0
2017-10-18,支出,午餐,,-95.0
2017-10-18,支出,早餐,,-44.0
2017-10-19,支出,晚餐,,-362.0
2017-10-19,支出,午餐,,-75.0
2017-10-19,支出,早餐,,-18.5
2017-10-20,支出,交通,高鐵票,-190.0
2017-10-20,支出,午餐,,-85.0
2017-10-20,支出,早餐,,-18.5
2017-10-22,支出,交通,高鐵票,-200.0
2017-10-23,支出,晚餐,,-120.0
2017-10-23,支出,午餐,,-95.0
2017-10-23,支出,日常用品,垃圾袋,-24.0
2017-10-23,支出,早餐,,-14.0
2017-10-24,支出,晚餐,,-90.0
2017-10-24,支出,飲料,水,-35.0
2017-10-24,支出,早餐,,-14.0
2017-10-25,支出,晚餐,,-100.0
2017-10-25,支出,飲料,鮮奶,-79.0
2017-10-25,支出,午餐,,-70.0
2017-10-25,支出,日常用品,麗奇牙線,-50.0
2017-10-25,支出,早餐,,-44.0
2017-10-26,支出,type107,steam錢包,-300.0
2017-10-26,支出,午餐,,-100.0
2017-10-26,支出,晚餐,,-80.0
2017-10-26,支出,早餐,,-18.5
2017-10-27,支出,晚餐,,-120.0
2017-10-27,支出,午餐,,-95.0
2017-10-27,支出,宵夜,,-20.0
2017-10-27,支出,早餐,,-18.5
2017-10-28,支出,晚餐,,-92.0
2017-10-28,支出,午餐,,-70.0
2017-10-28,支出,宵夜,,-25.0
2017-10-28,支出,早餐,,-18.5
2017-10-29,支出,午餐,,-70.0
2017-10-29,支出,早餐,,-18.5
2017-10-30,支出,晚餐,,-100.0
2017-10-30,支出,午餐,,-95.0
2017-10-30,支出,早餐,,-14.0
2017-10-31,支出,午餐,,-284.0
2017-10-31,支出,早餐,,-44.0
2017-10-31,支出,宵夜,,-39.0
2017-10-31,支出,飲料,fin,-10.0
2017-11-01,支出,晚餐,,-99.0
2017-11-01,支出,午餐,,-55.0
2017-11-01,支出,早餐,,-14.0
2017-11-01,收入,type200,研究生獎助學金 10月,16000.0
2017-11-02,支出,晚餐,,-120.0
2017-11-02,支出,午餐,,-85.0
2017-11-02,支出,日常用品,耳塞,-60.0
2017-11-02,支出,早餐,,-48.5
2017-11-03,支出,type112,鮮乳坊牛奶x3,-360.0
2017-11-03,支出,晚餐,,-100.0
2017-11-03,支出,午餐,,-95.0
2017-11-03,支出,宵夜,,-30.0
2017-11-03,支出,早餐,,-18.5
2017-11-04,支出,午餐,,-70.0
2017-11-04,支出,晚餐,,-69.0
2017-11-04,支出,飲料,水,-59.0
2017-11-04,支出,早餐,,-18.5
2017-11-04,支出,宵夜,,-15.0
2017-11-05,支出,晚餐,,-108.0
2017-11-05,支出,午餐,,-60.0
2017-11-05,支出,早餐,,-18.5
2017-11-06,支出,午餐,,-120.0
2017-11-06,支出,晚餐,,-90.0
2017-11-06,支出,早餐,,-18.5
2017-11-07,支出,午餐,,-100.0
2017-11-07,支出,晚餐,,-70.0
2017-11-07,支出,早餐,,-63.5
2017-11-07,支出,宵夜,,-39.0
2017-11-07,支出,飲料,fin,-10.0
2017-11-08,支出,晚餐,,-100.0
2017-11-08,支出,午餐,,-85.0
2017-11-08,支出,日常用品,牙線,-50.0
2017-11-08,支出,早餐,,-44.0
2017-11-08,支出,飲料,水,-20.0
2017-11-09,支出,晚餐,,-144.0
2017-11-09,支出,午餐,,-130.0
2017-11-09,支出,早餐,,-14.0
2017-11-10,支出,交通,高鐵票,-190.0
2017-11-10,支出,午餐,,-100.0
2017-11-10,支出,早餐,,-14.0
2017-11-11,支出,交通,停車費,-15.0
2017-11-12,支出,交通,高鐵票,-200.0
2017-11-12,支出,交通,電信悠遊卡,-200.0
2017-11-13,支出,晚餐,,-90.0
2017-11-13,支出,午餐,,-80.0
2017-11-13,支出,早餐,,-59.0
2017-11-14,支出,午餐,,-70.0
2017-11-14,支出,晚餐,,-60.0
2017-11-14,支出,早餐,,-44.0
2017-11-14,支出,宵夜,,-39.0
2017-11-14,支出,飲料,fin,-10.0
2017-11-15,支出,午餐,,-130.0
2017-11-15,支出,晚餐,,-90.0
2017-11-15,支出,飲料,水,-59.0
2017-11-15,支出,早餐,,-44.0
2017-11-16,支出,晚餐,,-100.0
2017-11-16,支出,午餐,,-85.0
2017-11-16,支出,早餐,,-48.5
2017-11-17,支出,晚餐,,-120.0
2017-11-17,支出,午餐,,-80.0
2017-11-17,支出,早餐,,-48.5
2017-11-17,支出,宵夜,,-30.0
2017-11-18,支出,晚餐,,-120.0
2017-11-18,支出,午餐,,-80.0
2017-11-18,支出,type114,痘痘貼,-69.0
2017-11-18,支出,宵夜,,-30.0
2017-11-18,支出,早餐,,-18.5
2017-11-19,支出,晚餐,,-85.0
2017-11-19,支出,午餐,,-70.0
2017-11-19,支出,早餐,,-18.5
2017-11-20,支出,晚餐,,-100.0
2017-11-20,支出,午餐,,-95.0
2017-11-20,支出,早餐,,-14.0
2017-11-21,支出,晚餐,,-90.0
2017-11-21,支出,午餐,,-75.0
2017-11-21,支出,宵夜,,-39.0
2017-11-21,支出,早餐,,-14.0
2017-11-21,支出,飲料,,-10.0
2017-11-22,支出,晚餐,,-90.0
2017-11-22,支出,飲料,水,-59.0
2017-11-22,支出,早餐,,-14.0
2017-11-23,支出,type107,steam錢包,-1050.0
2017-11-23,支出,日常用品,麗奇牙線x4,-200.0
2017-11-23,支出,晚餐,,-130.0
2017-11-23,支出,午餐,,-100.0
2017-11-23,支出,早餐,,-48.5
