日期,收入/支出,類別,備註,合計
2017-11-23,收入,type204,乃文雨傘賠償,100.0
2017-11-24,支出,晚餐,,-100.0
2017-11-24,支出,午餐,,-95.0
2017-11-24,支出,宵夜,,-30.0
2017-11-24,支出,早餐,,-18.5
2017-11-25,支出,晚餐,,-85.0
2017-11-25,支出,午餐,,-73.0
2017-11-25,支出,宵夜,,-35.0
2017-11-25,支出,飲料,水,-20.0
2017-11-25,支出,早餐,,-18.5
2017-11-26,支出,午餐,,-81.0
2017-11-26,支出,早餐,,-18.5
2017-11-27,支出,晚餐,,-160.0
2017-11-27,支出,早餐,,-60.0
2017-11-27,支出,零食,,-33.0
2017-11-28,支出,晚餐,,-80.0
2017-11-28,支出,飲料,,-10.0
2017-11-29,支出,早餐,,-20.0
2017-11-30,支出,晚餐,,-438.0
2017-11-30,支出,午餐,,-55.0
2017-12-01,支出,交通,高鐵票,-190.0
2017-12-01,支出,午餐,,-118.0
2017-12-01,收入,type200,研究生獎助學金 11月,16000.0
2017-12-03,支出,書,pytorch,-474.0
2017-12-03,支出,晚餐,,-80.0
2017-12-04,支出,晚餐,,-100.0
2017-12-04,支出,午餐,,-95.0
2017-12-04,支出,早餐,,-14.0
2017-12-05,支出,晚餐,,-85.0
2017-12-05,支出,早餐,,-14.0
2017-12-06,支出,晚餐,,-109.0
2017-12-06,支出,午餐,,-100.0
2017-12-06,支出,早餐,,-14.0
2017-12-07,支出,晚餐,,-90.0
2017-12-07,支出,午餐,,-75.0
2017-12-07,支出,飲料,百花蜜青,-50.0
2017-12-07,支出,早餐,,-18.5
2017-12-08,支出,交通,電信悠遊卡,-200.0
2017-12-08,支出,交通,高鐵票,-190.0
2017-12-08,支出,午餐,,-25.0
2017-12-08,支出,早餐,,-18.5
2017-12-10,支出,交通,高鐵票,-200.0
2017-12-11,支出,type107,遊戲人生4DX,-540.0
2017-12-11,支出,晚餐,,-300.0
2017-12-11,支出,午餐,,-85.0
2017-12-11,支出,飲料,,-35.0
2017-12-12,支出,晚餐,,-80.0
2017-12-12,支出,飲料,水,-12.0
2017-12-13,支出,午餐,,-100.0
2017-12-13,支出,晚餐,,-100.0
2017-12-13,支出,早餐,,-48.5
2017-12-13,支出,飲料,水,-12.0
2017-12-14,支出,晚餐,,-100.0
2017-12-14,支出,午餐,,-95.0
2017-12-14,支出,飲料,水,-59.0
2017-12-14,支出,早餐,,-48.5
2017-12-14,支出,零食,巧克力,-16.0
2017-12-15,支出,門票,新海誠展,-250.0
2017-12-15,支出,晚餐,,-119.0
2017-12-15,支出,午餐,,-95.0
2017-12-15,支出,宵夜,,-35.0
2017-12-15,支出,早餐,,-20.0
2017-12-16,支出,type110,SONY RX100M3,-21212.0
2017-12-16,支出,type110,RX100玻璃保護貼,-540.0
2017-12-16,支出,type110,相機包,-490.0
2017-12-16,支出,晚餐,,-127.0
2017-12-16,支出,午餐,,-65.0
2017-12-16,支出,type119,取票,-30.0
2017-12-16,支出,早餐,,-18.5
2017-12-17,支出,type110,RX100座充電池組,-1780.0
2017-12-17,支出,type110,RX100專用握把,-480.0
2017-12-17,支出,午餐,,-57.0
2017-12-17,支出,早餐,,-18.5
2017-12-18,支出,type110,相機背帶,-546.0
2017-12-18,支出,晚餐,,-120.0
2017-12-18,支出,午餐,,-100.0
2017-12-18,支出,早餐,,-63.5
2017-12-19,支出,午餐,,-95.0
2017-12-19,支出,晚餐,,-90.0
2017-12-19,支出,宵夜,,-49.0
2017-12-19,支出,早餐,,-18.5
2017-12-19,支出,飲料,,-10.0
2017-12-20,支出,晚餐,,-90.0
2017-12-20,支出,午餐,,-75.0
2017-12-20,支出,早餐,,-14.0
2017-12-21,支出,晚餐,,-120.0
2017-12-21,支出,午餐,,-80.0
2017-12-21,支出,早餐,,-44.0
2017-12-22,支出,交通,高鐵票,-190.0
2017-12-22,支出,午餐,,-95.0
2017-12-22,支出,早餐,,-14.0
2017-12-23,支出,飲料,,-15.0
2017-12-23,支出,飲料,,-15.0
2017-12-24,支出,交通,高鐵票,-200.0
2017-12-25,支出,晚餐,,-109.0
2017-12-25,支出,午餐,,-75.0
2017-12-25,支出,早餐,,-14.0
2017-12-26,支出,午餐,,-90.0
2017-12-26,支出,晚餐,,-50.0
2017-12-26,支出,早餐,,-14.0
2017-12-27,支出,晚餐,,-100.0
2017-12-27,支出,飲料,水,-20.0
2017-12-28,支出,晚餐,,-100.0
2017-12-28,支出,午餐,,-95.0
2017-12-28,支出,早餐,,-44.0
2017-12-29,支出,交通,高鐵票,-200.0
2017-12-29,支出,午餐,,-95.0
2018-01-01,支出,晚餐,,-646.0
2018-01-01,支出,交通,高鐵票,-160.0
2018-01-01,支出,飲料,冰淇淋紅茶,-50.0
2018-01-01,支出,飲料,水,-35.0
2018-01-01,收入,type200,研究生獎助學金 12月,16000.0
2018-01-02,支出,type107,POE,-452.0
2018-01-02,支出,晚餐,,-90.0
2018-01-03,支出,交通,電信悠遊卡,-200.0
2018-01-03,支出,晚餐,,-120.0
2018-01-03,支出,午餐,,-95.0
2018-01-03,支出,早餐,,-14.0
2018-01-04,支出,午餐,,-100.0
2018-01-04,支出,晚餐,,-100.0
2018-01-04,支出,早餐,,-54.0
2018-01-04,支出,飲料,粉圓紅茶,-35.0
2018-01-05,支出,午餐,,-140.0
2018-01-05,支出,晚餐,,-100.0
2018-01-05,支出,早餐,,-65.0
2018-01-05,支出,飲料,春山茶水 紅茶拿鐵,-55.0
2018-01-05,支出,交通,Uber,-40.0
2018-01-05,支出,宵夜,,-30.0
2018-01-06,支出,午餐,,-71.0
2018-01-06,支出,飲料,水,-59.0
2018-01-06,支出,晚餐,,-30.0
2018-01-06,支出,早餐,,-18.5
2018-01-07,支出,晚餐,,-115.0
2018-01-07,支出,午餐,,-71.0
2018-01-07,支出,早餐,,-18.5
2018-01-08,支出,晚餐,,-109.0
2018-01-08,支出,午餐,,-75.0
2018-01-08,支出,早餐,,-54.0
2018-01-09,支出,午餐,,-95.0
2018-01-09,支出,晚餐,,-70.0
2018-01-09,支出,門票,羽球館,-50.0
2018-01-09,支出,宵夜,,-39.0
2018-01-09,支出,早餐,,-14.0
2018-01-09,支出,飲料,,-10.0
2018-01-10,支出,晚餐,,-109.0
2018-01-10,支出,午餐,,-90.0
2018-01-10,支出,早餐,,-14.0
2018-01-11,支出,晚餐,,-95.0
2018-01-12,支出,晚餐,高鐵票,-190.0
2018-01-12,支出,午餐,,-95.0
2018-01-12,支出,早餐,,-20.0
2018-01-14,支出,交通,,-200.0
2018-01-15,支出,晚餐,,-105.0
2018-01-15,支出,午餐,,-68.0
2018-01-16,支出,晚餐,,-110.0
2018-01-16,支出,午餐,,-90.0
2018-01-16,支出,門票,羽球館,-50.0
2018-01-16,支出,早餐,,-14.0
2018-01-16,支出,飲料,,-10.0
2018-01-17,支出,午餐,,-120.0
2018-01-17,支出,晚餐,,-100.0
2018-01-17,支出,飲料,水,-59.0
2018-01-17,支出,早餐,,-54.0
2018-01-17,支出,飲料,百花蜜青,-50.0
2018-01-18,支出,晚餐,,-115.0
2018-01-18,支出,飲料,水,-20.0
2018-01-19,支出,晚餐,,-90.0
2018-01-19,支出,午餐,,-80.0
2018-01-19,支出,早餐,,-54.0
2018-01-19,支出,宵夜,,-30.0
2018-01-20,支出,type107,steam錢包,-150.0
2018-01-20,支出,晚餐,,-95.0
2018-01-20,支出,午餐,,-68.0
2018-01-20,支出,宵夜,,-25.0
2018-01-20,支出,早餐,,-18.5
2018-01-21,支出,晚餐,,-99.0
2018-01-21,支出,午餐,,-58.0
2018-01-21,支出,早餐,,-18.5
2018-01-22,支出,晚餐,,-100.0
2018-01-22,支出,午餐,,-95.0
2018-01-22,支出,早餐,,-14.0
2018-01-23,支出,type107,羽球團費,-500.0
2018-01-23,支出,晚餐,,-60.0
2018-01-23,支出,門票,羽球館,-50.0
2018-01-23,支出,宵夜,,-50.0
2018-01-23,支出,早餐,,-14.0
2018-01-23,支出,飲料,,-10.0
2018-01-24,支出,午餐,,-100.0
2018-01-24,支出,晚餐,,-100.0
2018-01-24,支出,早餐,,-54.0
2018-01-25,支出,晚餐,,-100.0
2018-01-25,支出,午餐,,-75.0
2018-01-25,支出,早餐,,-39.0
2018-01-26,支出,交通,高鐵票,-190.0
2018-01-26,支出,午餐,,-120.0
2018-01-26,支出,早餐,,-60.0
2018-01-27,支出,type109,lativ外套,-590.0
2018-01-28,支出,交通,高鐵票,-200.0
2018-01-28,支出,宵夜,,-80.0
2018-01-29,支出,午餐,,-100.0
2018-01-29,支出,晚餐,,-95.0
2018-01-29,支出,飲料,芋頭鮮奶,-65.0
2018-01-29,支出,早餐,,-14.0
2018-01-30,支出,type109,lativ外套,-590.0
2018-01-30,支出,晚餐,,-75.0
2018-01-30,支出,午餐,,-73.0
2018-01-30,支出,早餐,,-54.0
2018-01-30,支出,門票,羽球館,-50.0
2018-01-30,支出,飲料,,-10.0
2018-01-31,支出,晚餐,,-100.0
2018-01-31,支出,午餐,,-95.0
2018-01-31,支出,飲料,水,-35.0
2018-01-31,支出,早餐,,-14.0
2018-02-01,支出,type119,備用鑰匙,-200.0
2018-02-01,支出,晚餐,,-130.0
2018-02-01,支出,午餐,,-120.0
2018-02-01,支出,早餐,,-60.0
2018-02-01,支出,飲料,樺達,-55.0
2018-02-01,收入,type200,研究生獎助學金 1月,10000.0
2018-02-02,支出,晚餐,,-100.0
2018-02-02,支出,宵夜,,-30.0
2018-02-02,支出,早餐,,-20.0
2018-02-02,支出,type107,射飛鏢,-20.0
2018-02-03,支出,晚餐,,-115.0
2018-02-03,支出,午餐,,-88.0
2018-02-03,支出,宵夜,,-40.0
2018-02-03,支出,早餐,,-21.0
2018-02-03,支出,飲料,水,-20.0
2018-02-04,支出,晚餐,,-124.0
2018-02-04,支出,午餐,,-100.0
2018-02-04,支出,早餐,,-21.0
2018-02-05,支出,晚餐,,-100.0
2018-02-05,支出,午餐,,-85.0
2018-02-05,支出,宵夜,,-80.0
2018-02-05,支出,早餐,,-54.0
2018-02-06,支出,晚餐,,-115.0
2018-02-06,支出,午餐,,-95.0
2018-02-06,支出,早餐,,-14.0
2018-02-07,支出,晚餐,,-109.0
2018-02-07,支出,午餐,,-60.0
2018-02-07,支出,早餐,,-14.0
2018-02-08,支出,type107,住宿費,-800.0
2018-02-08,支出,type107,泡湯,-160.0
2018-02-08,支出,宵夜,,-115.0
2018-02-08,支出,午餐,,-95.0
2018-02-08,支出,午餐,食材,-85.0
2018-02-08,支出,零食,包心粉圓,-60.0
2018-02-08,支出,宵夜,,-50.0
2018-02-08,支出,早餐,,-35.0
2018-02-08,支出,飲料,,-25.0
2018-02-08,支出,交通,停車費,-20.0
2018-02-09,支出,午餐,,-500.0
2018-02-09,支出,交通,高鐵票,-190.0
2018-02-09,支出,type110,奶凍捲,-160.0
2018-02-09,支出,零食,冰,-45.0
2018-02-09,支出,零食,花生捲冰淇淋,-40.0
2018-02-09,支出,零食,蔥油餅,-35.0
2018-02-09,支出,飲料,水,-21.0
2018-02-11,支出,交通,交通費,-200.0
2018-02-11,支出,交通,電信悠遊卡,-200.0
2018-02-11,支出,晚餐,,-85.0
2018-02-11,支出,飲料,水,-59.0
2018-02-12,支出,晚餐,,-115.0
2018-02-13,支出,午餐,,-100.0
2018-02-13,支出,晚餐,,-100.0
2018-02-13,支出,門票,羽球館,-50.0
2018-02-13,支出,宵夜,,-45.0
2018-02-13,支出,早餐,,-20.0
2018-02-13,支出,飲料,,-10.0
2018-02-14,支出,午餐,,-67.0
2018-02-15,支出,type107,LOL,-750.0
2018-02-22,支出,晚餐,,-100.0
2018-02-22,支出,午餐,,-95.0
2018-02-22,支出,早餐,,-20.0
2018-02-23,支出,晚餐,,-90.0
2018-02-23,支出,宵夜,,-30.0
2018-02-23,支出,早餐,,-20.0
2018-02-24,支出,晚餐,,-105.0
2018-02-24,支出,午餐,,-65.0
2018-02-24,支出,宵夜,,-25.0
2018-02-24,支出,早餐,,-20.0
2018-02-25,支出,午餐,,-80.0
2018-02-25,支出,早餐,,-20.0
2018-02-26,支出,午餐,,-120.0
2018-02-26,支出,晚餐,,-100.0
2018-02-26,支出,早餐,,-59.0
2018-02-26,支出,飲料,水,-59.0
2018-02-27,支出,午餐,,-95.0
2018-02-27,支出,宵夜,,-70.0
2018-02-27,支出,門票,羽球館,-50.0
2018-02-27,支出,早餐,,-14.0
2018-02-27,支出,飲料,,-10.0
2018-02-28,支出,晚餐,,-582.0
2018-02-28,支出,type110,穿線 BG-85,-350.0
2018-02-28,支出,type110,羽球鞋墊,-250.0
2018-02-28,支出,午餐,,-72.0
2018-02-28,支出,早餐,,-20.0
2018-03-01,支出,晚餐,,-100.0
2018-03-01,支出,午餐,,-80.0
2018-03-01,支出,飲料,芋頭鮮奶,-50.0
2018-03-01,支出,早餐,,-14.0
2018-03-01,收入,type200,研究生獎助學金 2月,10000.0
2018-03-02,支出,晚餐,,-120.0
2018-03-02,支出,午餐,,-88.0
2018-03-02,支出,宵夜,,-30.0
2018-03-02,支出,早餐,,-20.0
2018-03-03,支出,晚餐,,-90.0
2018-03-03,支出,午餐,,-75.0
2018-03-03,支出,宵夜,,-30.0
2018-03-03,支出,飲料,水,-20.0
2018-03-03,支出,早餐,,-18.5
2018-03-04,支出,午餐,,-90.0
2018-03-04,支出,早餐,,-18.5
2018-03-05,支出,晚餐,,-100.0
2018-03-05,支出,午餐,,-95.0
2018-03-05,支出,飲料,水,-35.0
2018-03-05,支出,早餐,,-14.0
2018-03-06,支出,晚餐,,-115.0
2018-03-07,支出,午餐,,-90.0
2018-03-07,支出,晚餐,,-90.0
2018-03-07,支出,飲料,粉圓紅茶,-35.0
2018-03-07,支出,早餐,,-14.0
2018-03-08,支出,type107,POE,-297.0
2018-03-08,支出,午餐,,-140.0
2018-03-08,支出,晚餐,,-110.0
2018-03-08,支出,日常用品,垃圾袋,-24.0
2018-03-08,支出,早餐,,-14.0
2018-03-09,支出,交通,高鐵票,-190.0
2018-03-09,支出,午餐,,-45.0
2018-03-11,支出,交通,高鐵票,-200.0
2018-03-11,支出,晚餐,,-50.0
2018-03-12,支出,晚餐,,-90.0
2018-03-12,支出,午餐,,-55.0
2018-03-13,支出,晚餐,,-169.0
2018-03-13,支出,日常用品,牙膏,-49.0
2018-03-13,支出,飲料,水,-35.0
2018-03-13,支出,午餐,,-25.0
2018-03-14,支出,晚餐,,-115.0
2018-03-15,支出,晚餐,,-109.0
2018-03-15,支出,午餐,,-95.0
2018-03-15,支出,早餐,,-18.5
2018-03-16,支出,晚餐,,-75.0
2018-03-16,支出,宵夜,,-40.0
2018-03-16,支出,早餐,,-18.5
2018-03-17,支出,午餐,,-95.0
2018-03-17,支出,宵夜,,-94.0
2018-03-17,支出,早餐,,-18.5
2018-03-18,支出,晚餐,,-90.0
2018-03-18,支出,午餐,,-35.0
2018-03-18,支出,早餐,,-18.5
2018-03-19,支出,飲料,瑞穗極製,-93.0
2018-03-19,支出,午餐,,-80.0
2018-03-19,支出,早餐,,-54.0
2018-03-19,支出,飲料,水,-35.0
2018-03-20,支出,晚餐,,-100.0
2018-03-20,支出,早餐,,-14.0
2018-03-21,支出,午餐,,-100.0
2018-03-21,支出,晚餐,,-90.0
2018-03-21,支出,早餐,,-14.0
2018-03-22,支出,午餐,,-90.0
2018-03-22,支出,早餐,,-18.5
2018-03-23,支出,交通,高鐵票,-190.0
2018-03-25,支出,交通,高鐵票,-200.0
2018-03-25,支出,交通,電信悠遊卡,-200.0
2018-03-25,支出,晚餐,,-68.0
2018-03-26,支出,午餐,,-100.0
2018-03-26,支出,晚餐,,-100.0
2018-03-26,支出,早餐,,-58.5
2018-03-26,支出,飲料,粉圓紅茶,-35.0
2018-03-27,支出,午餐,,-95.0
2018-03-27,支出,晚餐,,-60.0
2018-03-27,支出,門票,羽球館,-50.0
2018-03-27,支出,早餐,,-14.0
2018-03-27,支出,飲料,,-10.0
2018-03-28,支出,交通,計程車,-195.0
2018-03-28,支出,午餐,,-160.0
2018-03-28,支出,晚餐,,-133.0
2018-03-28,支出,早餐,,-48.0
2018-03-28,支出,飲料,碳培烏龍奶,-40.0
2018-03-28,支出,飲料,水,-20.0
2018-03-29,支出,晚餐,,-75.0
2018-03-29,支出,早餐,,-14.0
2018-03-30,支出,晚餐,,-100.0
2018-03-30,支出,午餐,,-70.0
2018-03-30,支出,早餐,,-14.0
2018-03-31,支出,type107,x11i 耳機,-1500.0
2018-03-31,支出,晚餐,,-735.0
2018-03-31,支出,午餐,,-95.0
2018-03-31,支出,type119,成績單,-30.0
2018-03-31,支出,早餐,,-20.0
2018-04-01,支出,午餐,,-50.0
2018-04-01,支出,早餐,,-18.5
2018-04-01,收入,type200,研究生獎助學金 3月,10000.0
2018-04-02,支出,午餐,,-200.0
2018-04-02,支出,晚餐,,-100.0
2018-04-02,支出,飲料,百花蜜青,-50.0
2018-04-02,支出,早餐,,-43.5
2018-04-03,支出,午餐,,-95.0
2018-04-03,支出,晚餐,,-85.0
2018-04-03,支出,門票,羽球館,-50.0
2018-04-03,支出,宵夜,,-25.0
2018-04-03,支出,早餐,,-18.5
2018-04-03,支出,飲料,,-10.0
2018-04-04,支出,晚餐,,-180.0
2018-04-04,支出,午餐,,-60.0
2018-04-04,支出,宵夜,,-35.0
2018-04-04,支出,飲料,水,-35.0
2018-04-04,支出,早餐,,-18.5
2018-04-05,支出,晚餐,,-85.0
2018-04-05,支出,午餐,,-60.0
2018-04-05,支出,早餐,,-18.5
2018-04-05,收入,type204,7-11購物金,5.0
2018-04-06,支出,交通,電信悠遊卡,-200.0
2018-04-06,支出,交通,高鐵票,-190.0
2018-04-06,支出,午餐,,-60.0
2018-04-06,支出,早餐,,-18.5
2018-04-08,支出,交通,高鐵票,-200.0
2018-04-09,支出,晚餐,,-90.0
2018-04-09,支出,午餐,,-85.0
2018-04-09,支出,早餐,,-55.0
2018-04-09,支出,飲料,水,-35.0
2018-04-10,支出,飲料,芋頭鮮奶大杯+購物袋,-86.0
2018-04-10,支出,午餐,,-80.0
2018-04-10,支出,晚餐,,-80.0
2018-04-10,支出,門票,羽球館,-50.0
2018-04-10,支出,早餐,,-38.0
2018-04-10,支出,飲料,,-10.0
2018-04-11,支出,交通,電信悠遊卡,-200.0
2018-04-11,支出,晚餐,,-100.0
2018-04-11,支出,午餐,,-95.0
2018-04-11,支出,早餐,,-14.0
2018-04-12,支出,晚餐,,-100.0
2018-04-12,支出,午餐,,-75.0
2018-04-12,支出,早餐,,-14.0
2018-04-13,支出,午餐,,-180.0
2018-04-13,支出,晚餐,,-100.0
2018-04-13,支出,飲料,金萱珍珠鮮奶茶,-49.0
2018-04-14,支出,晚餐,,-130.0
2018-04-14,支出,午餐,,-60.0
2018-04-14,支出,早餐,,-18.5
2018-04-15,支出,午餐,,-75.0
2018-04-15,支出,晚餐,,-72.0
2018-04-15,支出,飲料,水,-35.0
2018-04-15,支出,早餐,,-18.5
2018-04-16,支出,晚餐,,-290.0
2018-04-16,支出,午餐,,-270.0
2018-04-16,支出,早餐,,-55.0
2018-04-16,支出,日常用品,立可帶,-32.0
2018-04-17,支出,午餐,,-100.0
2018-04-17,支出,晚餐,,-85.0
2018-04-17,支出,早餐,,-54.0
2018-04-17,支出,門票,羽球館,-50.0
2018-04-17,支出,飲料,,-10.0
2018-04-18,支出,午餐,,-95.0
2018-04-18,支出,飲料,芋頭鮮奶,-66.0
2018-04-18,支出,早餐,,-42.0
2018-04-18,支出,零食,雞蛋糕,-20.0
2018-04-19,支出,交通,虎航機票 大阪到桃園,-3376.0
2018-04-19,支出,交通,虎航機票 桃園到大阪,-3141.0
2018-04-19,支出,交通,電信悠遊卡,-200.0
2018-04-19,支出,晚餐,,-109.0
2018-04-19,支出,午餐,,-85.0
2018-04-19,支出,早餐,,-54.0
2018-04-19,支出,飲料,水,-20.0
2018-04-19,收入,type204,7-11購物金,5.0
2018-04-20,支出,交通,高鐵票,-190.0
2018-04-20,支出,午餐,,-95.0
2018-04-20,支出,早餐,,-20.0
2018-04-21,支出,零食,炸薯條,-40.0
2018-04-22,支出,晚餐,,-123.0
2018-04-23,支出,晚餐,,-109.0
2018-04-23,支出,午餐,,-75.0
2018-04-23,支出,早餐,,-14.0
2018-04-24,支出,type107,羽球團費,-1000.0
2018-04-24,支出,type119,辦護照,-900.0
2018-04-24,支出,type119,證件照,-120.0
2018-04-24,支出,午餐,,-95.0
2018-04-24,支出,type119,代送護照,-92.0
2018-04-24,支出,晚餐,,-80.0
2018-04-24,支出,門票,羽球館,-50.0
2018-04-24,支出,宵夜,,-23.0
2018-04-24,支出,早餐,,-14.0
2018-04-24,支出,飲料,,-10.0
2018-04-25,支出,晚餐,,-185.0
2018-04-25,支出,午餐,,-160.0
2018-04-25,支出,飲料,珍珠紅茶拿鐵,-60.0
2018-04-25,支出,早餐,,-48.0
2018-04-26,支出,交通,電信悠遊卡,-200.0
2018-04-26,支出,晚餐,,-119.0
2018-04-26,支出,午餐,,-100.0
2018-04-26,支出,飲料,黑糖珍珠鮮奶,-71.0
2018-04-26,支出,早餐,,-20.0
2018-04-26,收入,type204,7-11購物金,5.0
2018-04-27,支出,晚餐,,-90.0
2018-04-27,支出,飲料,水,-35.0
2018-04-27,支出,午餐,,-30.0
2018-04-27,支出,宵夜,,-25.0
2018-04-27,支出,早餐,,-14.0
2018-04-28,支出,type110,RAM：美光 DDR4 2666 8G*2,-4999.0
2018-04-28,支出,type110,主機板：ASUS B360-F Gaming,-3890.0
2018-04-28,支出,type110,Case：海盜船 275R 白色,-2390.0
2018-04-28,支出,type110,Power：Antec NE550G 金牌,-2190.0
2018-04-28,支出,type110,HDD：Seagate 2TB 新梭魚,-1990.0
2018-04-28,支出,type110,塔散：快睿 H7,-950.0
2018-04-28,支出,type110,鍵盤：i-Rocks IRK01,-599.0
2018-04-28,支出,日常用品,海倫仙度絲 薄荷舒爽,-239.0
2018-04-28,支出,日常用品,洗衣袋*6,-198.0
2018-04-28,支出,午餐,,-189.0
2018-04-28,支出,type108,請客,-189.0
2018-04-28,支出,晚餐,,-109.0
2018-04-28,支出,type108,宇治抹茶珍珠,-85.0
2018-04-28,支出,飲料,黑糖珍珠鮮奶,-70.0
2018-04-28,支出,早餐,,-63.5
2018-04-29,支出,晚餐,,-121.0
2018-04-29,支出,午餐,,-85.0
2018-04-29,支出,早餐,,-18.5
2018-04-30,支出,午餐,,-180.0
2018-04-30,支出,晚餐,,-121.0
2018-05-01,支出,type110,CPU：Intel Core i7 8700,-4900.0
2018-05-01,支出,午餐,,-95.0
2018-05-01,支出,晚餐,,-70.0
2018-05-01,支出,宵夜,,-25.0
2018-05-01,支出,早餐,,-20.0
2018-05-01,收入,type200,研究生獎助學金 4月,10000.0
2018-05-02,支出,晚餐,,-137.0
2018-05-02,支出,宵夜,,-40.0
2018-05-02,支出,午餐,,-25.0
2018-05-02,支出,早餐,,-14.0
2018-05-03,支出,晚餐,,-90.0
2018-05-03,支出,午餐,,-75.0
2018-05-03,支出,交通,電信悠遊卡,-70.0
2018-05-03,支出,飲料,黑糖珍珠鮮奶,-70.0
2018-05-03,支出,飲料,水,-35.0
2018-05-03,支出,早餐,,-14.0
2018-05-04,支出,交通,高鐵票,-190.0
2018-05-04,支出,午餐,,-130.0
2018-05-04,支出,飲料,琥珀拿鐵,-55.0
2018-05-04,支出,早餐,,-14.0
2018-05-06,支出,交通,高鐵票,-200.0
2018-05-06,支出,交通,電信悠遊卡,-200.0
2018-05-07,支出,晚餐,,-131.0
2018-05-07,支出,早餐,,-55.0
2018-05-08,支出,宵夜,,-85.0
2018-05-08,支出,午餐,,-70.0
2018-05-08,支出,門票,羽球館,-50.0
2018-05-08,支出,飲料,,-10.0
2018-05-09,支出,晚餐,,-140.0
2018-05-09,支出,飲料,水,-35.0
2018-05-09,支出,午餐,,-25.0
2018-05-09,支出,早餐,,-14.0
2018-05-10,支出,早餐,,-110.0
2018-05-10,支出,晚餐,,-110.0
2018-05-10,支出,type119,解約金,-55.0
2018-05-10,支出,飲料,椰果紅茶,-40.0
2018-05-10,支出,飲料,水,-20.0
2018-05-11,支出,午餐,,-430.0
2018-05-11,支出,晚餐,,-60.0
2018-05-11,支出,飲料,甘蔗青茶,-55.0
2018-05-12,支出,晚餐,,-90.0
2018-05-12,支出,午餐,,-68.0
2018-05-12,支出,早餐,,-18.5
2018-05-13,支出,交通,高鐵票,-200.0
2018-05-13,支出,交通,電信悠遊卡,-200.0
2018-05-13,支出,晚餐,,-170.0
2018-05-13,支出,午餐,,-88.0
2018-05-13,支出,早餐,,-18.5
2018-05-14,支出,晚餐,,-220.0
2018-05-14,支出,午餐,,-130.0
2018-05-14,支出,飲料,水,-35.0
2018-05-14,支出,早餐,,-20.0
2018-05-15,支出,午餐,,-95.0
2018-05-15,支出,宵夜,觀音拿鐵,-54.0
2018-05-15,支出,早餐,,-14.0
2018-05-16,支出,晚餐,,-155.0
2018-05-16,支出,午餐,,-140.0
2018-05-16,支出,飲料,椰果紅茶,-40.0
2018-05-16,支出,早餐,,-14.0
2018-05-17,支出,晚餐,,-100.0
2018-05-17,支出,午餐,,-80.0
2018-05-17,支出,早餐,,-53.5
2018-05-17,支出,飲料,椰果紅茶,-40.0
2018-05-18,支出,午餐,,-130.0
2018-05-18,支出,飲料,紅茶拿鐵,-60.0
2018-05-18,支出,晚餐,,-60.0
2018-05-18,支出,宵夜,,-33.0
2018-05-18,支出,早餐,,-18.5
2018-05-19,支出,晚餐,,-90.0
2018-05-19,支出,午餐,,-70.0
2018-05-19,支出,宵夜,,-38.0
2018-05-19,支出,早餐,,-18.5
2018-05-20,支出,午餐,,-137.0
2018-05-20,支出,晚餐,,-94.0
2018-05-20,支出,早餐,,-53.5
2018-05-21,支出,交通,電信悠遊卡,-200.0
2018-05-21,支出,午餐,,-100.0
2018-05-21,支出,晚餐,,-100.0
2018-05-21,支出,飲料,珍珠鮮奶,-70.0
2018-05-21,支出,早餐,,-55.0
2018-05-22,支出,午餐,,-95.0
2018-05-22,支出,晚餐,,-70.0
2018-05-22,支出,飲料,可可亞鮮奶,-60.0
2018-05-22,支出,早餐,,-59.0
2018-05-23,支出,晚餐,,-297.0
2018-05-23,支出,早餐,,-74.0
2018-05-23,支出,午餐,,-60.0
2018-05-24,支出,晚餐,,-100.0
2018-05-24,支出,早餐,,-88.0
2018-05-24,支出,午餐,,-80.0
2018-05-24,支出,飲料,抹茶拿鐵,-50.0
2018-05-24,支出,飲料,水,-33.0
2018-05-25,支出,午餐,,-80.0
2018-05-25,支出,早餐,,-65.0
2018-05-25,支出,飲料,黃金烏龍拿鐵,-60.0
2018-05-27,支出,交通,高鐵票,-200.0
2018-05-28,支出,晚餐,,-111.0
2018-05-28,支出,午餐,,-65.0
2018-05-28,支出,早餐,,-55.0
2018-05-28,支出,飲料,水,-15.0
2018-05-29,支出,午餐,,-110.0
2018-05-29,支出,晚餐,,-95.0
2018-05-29,支出,早餐,,-59.0
2018-05-29,支出,飲料,水,-35.0
2018-05-30,支出,晚餐,,-100.0
2018-05-30,支出,午餐,,-85.0
2018-05-30,支出,飲料,可可亞鮮奶,-50.0
2018-05-30,支出,早餐,,-14.0
2018-05-31,支出,晚餐,,-154.0
2018-05-31,支出,午餐,,-100.0
2018-05-31,支出,飲料,百花蜜青,-50.0
2018-05-31,支出,早餐,,-36.0
2018-06-01,支出,type109,lativ,-1268.0
2018-06-01,支出,晚餐,,-140.0
2018-06-01,支出,午餐,,-80.0
2018-06-01,支出,早餐,,-65.0
2018-06-01,收入,type200,研究生獎助學金 5月,10000.0
2018-06-02,支出,晚餐,,-105.0
2018-06-02,支出,午餐,,-60.0
2018-06-02,支出,宵夜,,-39.0
2018-06-02,支出,日常用品,打火機,-25.0
